delivery_id,product_type,volume,unit_price,total_price,origin_country,destination_country,transport_method,loading_time,unloading_time,driver_name,customer_name,customer_address
135,Gasoline,4363.6,4.65,20290.74,Ukraine,Albania,Pipeline,6/13/2022,12/20/2022,Gardy Fumagallo,Graham Greatorex,0012 Kim Road
136,Gasoline,3526.0,1.46,5147.96,Russia,Portugal,Tank Truck,12/1/2022,12/5/2022,Eustacia Brandrick,Morris Loade,00208 Morningstar Avenue
137,Diesel,6714.45,1.32,8863.074,Peru,Azerbaijan,Tank Truck,8/18/2022,9/22/2022,Lolly Gissing,Darby Gremane,82 Iowa Crossing
138,Gasoline,9803.17,1.58,15489.0086,China,Pakistan,Ship,12/21/2022,6/9/2022,Fairfax Biffen,Earle Scrimgeour,88 Di Loreto Trail
139,Heating Oil,763.72,4.96,3788.0512,Pakistan,China,Pipeline,5/24/2022,10/23/2022,Katlin Escot,Barron Lantiffe,774 Vermont Parkway
140,Heating Oil,9961.53,3.61,35961.1233,Italy,China,Ship,6/10/2022,12/10/2022,Buck Fludder,Cristy Rennolds,9 Westerfield Parkway
141,Gasoline,4291.8,4.94,21201.492,El Salvador,China,Ship,2/10/2022,1/26/2022,Paddie Skerritt,Cher Dukelow,8 Oak Valley Terrace
142,Diesel,9584.74,2.82,27028.9668,Tanzania,Yemen,Tank Truck,1/25/2022,5/9/2022,Hannie Allwood,Yvor Aymerich,14642 Fisk Way
143,Gasoline,9445.93,1.62,15302.4066,Madagascar,Russia,Ship,11/8/2022,2/6/2022,Obie Franzonello,Delcina Nobes,25 Washington Crossing
144,Gasoline,3996.63,1.24,4955.8212,Peru,Philippines,Ship,9/15/2022,9/27/2022,Roth Gonnard,Ichabod Kernley,69554 North Road
145,Diesel,550.0,1.04,572.0,France,China,Ship,11/16/2022,12/9/2022,Jo Kincaid,Rahal Covell,63937 Nelson Crossing
146,Diesel,7693.04,4.67,35926.4968,Montenegro,South Sudan,Pipeline,7/1/2022,10/21/2022,Nichole MacAdie,Emogene Balasin,20 Hauk Way
147,Diesel,4076.72,4.91,20016.6952,China,China,Pipeline,6/28/2022,10/30/2022,Mari Sapey,Amalle Burchess,95504 Pearson Alley
148,Diesel,6488.81,3.71,24073.4851,Indonesia,Poland,Pipeline,1/8/2022,4/14/2022,Mimi Congreave,Mozelle Southan,16195 Fordem Hill
149,Diesel,8814.7,4.61,40635.767,Poland,China,Pipeline,5/12/2022,8/14/2022,Walden Cherry,Aldo Sullly,616 Jay Park
150,Gasoline,8175.92,3.95,32294.884,Philippines,Philippines,Ship,6/27/2022,12/18/2022,Melisent Woodyeare,Dionysus Seven,2643 Union Point
151,Diesel,9123.08,4.81,43882.0148,Australia,Indonesia,Pipeline,9/24/2022,10/19/2022,Rowena Sharvill,Guido Giacomasso,634 Kropf Road
152,Heating Oil,1394.3,1.04,1450.072,Indonesia,Nigeria,Tank Truck,9/24/2022,3/2/2022,Julie Aberchirder,Karalee Pollendine,0728 Monument Circle
153,Gasoline,7696.58,1.66,12776.3228,Russia,Azerbaijan,Tank Truck,1/3/2022,9/12/2022,Geoff Labbe,Karalynn Belchambers,9 Corben Street
154,Diesel,3055.09,4.0,12220.36,China,Malaysia,Pipeline,11/15/2022,4/15/2022,Thom Snookes,Valaria Deeming,52 Hallows Crossing
155,Diesel,9452.95,3.1,29304.145,Russia,Poland,Tank Truck,12/30/2022,1/1/2022,Victoria Kinnoch,Leticia Archley,643 Service Hill
156,Heating Oil,2698.18,1.95,5261.451,Slovakia,Philippines,Pipeline,10/19/2022,1/20/2022,Ethelin Court,Rutter Carlisso,82 Reinke Point
157,Diesel,9163.17,4.63,42425.4771,Israel,Costa Rica,Ship,1/9/2022,2/6/2022,Agosto Gethyn,Jakob Sayle,3 Coolidge Road
158,Heating Oil,7051.1,3.15,22210.965,Poland,Reunion,Ship,9/8/2022,1/19/2022,Haven Spiniello,Merill Baseggio,09586 Vernon Road
159,Heating Oil,8514.12,1.08,9195.2496,Portugal,China,Ship,5/15/2022,3/17/2022,Demott Mottram,Klarika Sawyer,083 Stoughton Crossing
160,Heating Oil,7458.05,1.4,10441.27,Czech Republic,China,Ship,10/26/2022,3/17/2022,Sven Klossek,Bobbee Ziehm,1212 Melrose Street
161,Gasoline,7899.75,3.71,29308.0725,Czech Republic,Indonesia,Tank Truck,3/31/2022,8/31/2022,Katherine Shawcroft,Patrice Rider,971 Warrior Drive
162,Heating Oil,6599.85,2.24,14783.664,Mexico,Haiti,Pipeline,4/4/2022,11/8/2022,Dewey Bartosch,Bibby Dedney,6973 Steensland Junction
163,Diesel,1953.2,4.27,8340.164,Mauritania,Cambodia,Pipeline,4/18/2022,3/30/2022,Shem McLaine,Saba Berresford,46818 Merrick Alley
164,Heating Oil,4947.58,4.47,22115.6826,Mexico,Philippines,Pipeline,1/1/2022,1/18/2022,Bernarr Blockley,Ramsay Jose,560 Graceland Drive
165,Gasoline,4685.73,2.35,11011.4655,China,Brazil,Pipeline,10/7/2022,6/28/2022,Ashely Gipp,Gayle Thireau,142 Forest Dale Center
166,Diesel,3635.11,1.37,4980.1007,Indonesia,United States,Tank Truck,3/9/2022,5/6/2022,Moria Bradmore,Hal Mayer,80 Brentwood Street
167,Heating Oil,9968.31,1.49,14852.7819,Zimbabwe,Indonesia,Pipeline,7/12/2022,1/6/2022,Bella Betchley,Teddy Bragginton,454 Cordelia Drive
168,Heating Oil,6363.65,3.53,22463.6845,Portugal,France,Pipeline,4/24/2022,5/7/2022,Adriane Weatherhogg,Jessamine Sinkinson,19 Pine View Place
169,Gasoline,3565.35,1.83,6524.5905,Senegal,Nigeria,Ship,6/10/2022,4/28/2022,Ami Piercey,Jerome McCowan,703 Sachs Center
170,Heating Oil,5157.4,1.56,8045.544,Peru,Norway,Tank Truck,1/11/2022,12/17/2022,Cherice Duckham,Kailey Laurisch,3940 Old Gate Park
171,Heating Oil,6365.01,3.56,22659.4356,Kosovo,Poland,Ship,2/10/2022,6/28/2022,Urban Filipson,Ringo Everest,2293 Forest Run Court
172,Diesel,5877.1,4.96,29150.416,China,Poland,Pipeline,2/20/2022,11/14/2022,Jaimie Howat,Marris Brake,8328 Bay Hill
173,Gasoline,7772.05,1.3,10103.665,Peru,Indonesia,Ship,1/28/2022,9/1/2022,Ortensia Pavey,Calli Pretley,6424 Lyons Court
